Position,Track Name,Artist,Streams,date,region,spotify_id
121,Happier,Marshmello,284572,2020-01-04,us,2dpaYNEQHiRxtZbfNsse99
122,Jocelyn Flores,XXXTENTACION,283406,2020-01-04,us,7m9OqQk4RVRkw9JJdeAw96
123,Ransom (with Juice WRLD) - Remix,Lil Tecca,277457,2020-01-04,us,2WsuSYJNXGKXVYkHPnq2yp
124,Somebody,Internet Money,275871,2020-01-04,us,735RSTb2xbtWbDtKD9XDYi
125,Lean Wit Me,Juice WRLD,272490,2020-01-04,us,3oDkdAySo1VQQG0ptV7uwa
126,Sanguine Paradise,Lil Uzi Vert,269713,2020-01-04,us,3XiNC94b4Tq1xwv70sQJGN
127,Mean It,Lauv,269179,2020-01-04,us,3GRSqlALWISqLeNncZMbpX
128,Without Me,Halsey,268384,2020-01-04,us,5p7ujcrUXASCNwRaWNHR1C
129,Hop Off A Jet (feat. Travis Scott),Young Thug,267940,2020-01-04,us,3RZftiuTcLOqpsd8ZlwNhr
130,Panini - DaBaby Remix,Lil Nas X,266860,2020-01-04,us,4SDgTLDYrJ2UrHbkRkg7MD
131,One Thing Right,Marshmello,266475,2020-01-04,us,4hPpVbbakQNv8YTHYaOJP4
132,XO Tour Llif3,Lil Uzi Vert,263886,2020-01-04,us,7GX5flRQZVHRAGd6B4TmDO
133,Immortal,21 Savage,263778,2020-01-04,us,4IO8X9W69dIQe0EC5ALXhq
134,It's You,Ali Gatie,261333,2020-01-04,us,5DqdesEfbRyOlSS3Tf6c29
135,Hot Shower,Chance the Rapper,259912,2020-01-04,us,00ko9WaS4jOX1kEk3gvHjf
136,ocean eyes,Billie Eilish,259900,2020-01-04,us,2uIX8YMNjGMD7441kqyyNU
137,goosebumps,Travis Scott,259619,2020-01-04,us,6gBFPUFcJLzWGx4lenP6h2
138,Eastside (with Halsey & Khalid),benny blanco,258518,2020-01-04,us,7FGq80cy8juXBCD2nrqdWU
139,"thank u, next",Ariana Grande,257905,2020-01-04,us,3e9HZxeyfWwjeyPAMmWSSQ
140,Pure Water (with Migos),Mustard,253311,2020-01-04,us,3j84U36KvLeXNDPv4t5pI8
141,Look At Her Now,Selena Gomez,252458,2020-01-04,us,4yI3HpbSFSgFZtJP2kDe5m
142,UP THE SMOKE (with Offset),Stunna 4 Vegas,251534,2020-01-04,us,09TZsMHXEtQkdmMJZPLKup
143,BEST ON EARTH (feat. BIA) - Bonus,Russ,251261,2020-01-04,us,2Xo3rLHjXfdb4avN68aQyi
144,Moonlight,XXXTENTACION,251229,2020-01-04,us,0JP9xo3adEtGSdUEISiszL
145,Did It Again,Lil Tecca,249650,2020-01-04,us,4guBZjUyrGoHsTahO3IHdj
146,Speechless,Dan + Shay,248944,2020-01-04,us,3GJ4hzg4lrGwU51Y3VARbF
147,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,248910,2020-01-04,us,5BJMeoCXXgbRAWfp6fTulr
148,bury a friend,Billie Eilish,246352,2020-01-04,us,4SSnFejRGlZikf02HLewEF
149,Beautiful Crazy,Luke Combs,244366,2020-01-04,us,2rxQMGVafnNaRaXlRMWPde
150,Good as Hell,Lizzo,243922,2020-01-04,us,3Yh9lZcWyKrK9GjbhuS0hR
151,Fuck Love (feat. Trippie Redd),XXXTENTACION,243037,2020-01-04,us,7AQim7LbvFVZJE3O8TYgf2
152,You Need To Calm Down,Taylor Swift,242927,2020-01-04,us,6RRNNciQGZEXnqk8SQ9yv5
153,FML,Arizona Zervas,242434,2020-01-04,us,6lruHh1jF7ezgbLv72xYmf
154,Better,Khalid,241985,2020-01-04,us,6zeeWid2sgw4lap2jV61PZ
155,GATTI,JACKBOYS,239017,2020-01-04,us,40mjsnRjCpycdUw3xhS20g
156,Envy Me,Calboy,238918,2020-01-04,us,7rvyVWja33WG9R97oeJAjx
157,Callaita,Bad Bunny,238644,2020-01-04,us,2TH65lNHgvLxCKXM3apjxI
158,Millions,Young Thug,238036,2020-01-04,us,43YQDj1KOPMFAUcTEPKy4p
159,High Hopes,Panic! At The Disco,237714,2020-01-04,us,1rqqCSm0Qe4I9rUvWncaom
160,Bad Bad Bad (feat. Lil Baby),Young Thug,237490,2020-01-04,us,1GeNui6m825V8jP4uKiIaH
161,LA CANCIÓN,J Balvin,235866,2020-01-04,us,0fea68AdmYNygeTGI4RC18
162,Faucet Failure,Ski Mask The Slump God,235638,2020-01-04,us,1ThmUihH9dF8EV08ku5AXN
163,Love Me More,Trippie Redd,233269,2020-01-04,us,6uYgCE2OEulOw5zhHvZsHf
164,Graduation (with Juice WRLD),benny blanco,232910,2020-01-04,us,6cjSh516BbrNUs213jDAGm
165,God's Plan,Drake,232739,2020-01-04,us,6DCZcSspjsKoFjzjrWoCdn
166,Congratulations,Post Malone,232232,2020-01-04,us,3a1lNhkSLSkpJE4MSHpDu9
167,How I Move (feat. Lil Baby),Flipp Dinero,231865,2020-01-04,us,14X1WxiHXdVRJ99cMCBzOE
168,HUMBLE.,Kendrick Lamar,231647,2020-01-04,us,7KXjTSCq5nL1LoYtL7XAwS
169,The Less I Know The Better,Tame Impala,230660,2020-01-04,us,6K4t31amVTZDgR3sKmwUJJ
170,Whiskey Glasses,Morgan Wallen,230623,2020-01-04,us,6foY66mWZN0pSRjZ408c00
171,Yes Indeed,Lil Baby,230112,2020-01-04,us,6vN77lE9LK6HP2DewaN6HZ
172,Slide,H.E.R.,229271,2020-01-04,us,2rTnVB1bvwxHtaIl4uVu7f
173,My Type,Saweetie,228962,2020-01-04,us,5KBARWIxeMGkvUax9VtVC9
174,Nice To Meet Ya,Niall Horan,228603,2020-01-04,us,3cphb8kdsjElYR7r5icK3H
175,a lot,21 Savage,227796,2020-01-04,us,2t8yVaLvJ0RenpXUIAC52d
176,Famous Hoes,NLE Choppa,227134,2020-01-04,us,35Xf2ABjPzUXKz19akd7Jj
177,Noticed,Lil Mosey,227045,2020-01-04,us,7zLYKWcXnYeHHWidalz7rj
178,Changes,Lauv,226648,2020-01-04,us,3vUc9WQpoca15404jNdzf9
179,Dancing With A Stranger (with Normani),Sam Smith,225709,2020-01-04,us,6Qs4SXO9dwPj5GKvVOv8Ki
180,Ayy Macarena,Tyga,225478,2020-01-04,us,6LcauUZjF1eXQrgqMUecHX
181,Best Part (feat. Daniel Caesar),H.E.R.,224143,2020-01-04,us,4OBZT9EnhYIV17t4pGw7ig
182,I Like Me Better,Lauv,222283,2020-01-04,us,2P91MQbaiQOfbiz9VqhqKQ
183,Saint-Tropez,Post Malone,220961,2020-01-04,us,05mDaV9Vb3wrzjF6OPZnhq
184,i love you,Billie Eilish,219612,2020-01-04,us,6CcJMwBtXByIz4zQLzFkKc
185,Tequila,Dan + Shay,218484,2020-01-04,us,42fw0rxRO2xbesF6mJfd4Y
186,Blueberry faygo,Yung Anime,217931,2020-01-04,us,4ADzhwPWMQaTXNnEP8gXnQ
187,Cherry,Harry Styles,216574,2020-01-04,us,2IOFZdYYkFxEHVz1w34PoL
188,Golden,Harry Styles,216168,2020-01-04,us,45S5WTQEGOB1VHr1Q4FuPl
189,Young Dumb & Broke,Khalid,215658,2020-01-04,us,5Z3GHaZ6ec9bsiI5BenrbY
190,wish you were gay,Billie Eilish,214549,2020-01-04,us,3Fj47GNK2kUF0uaEDgXLaD
191,No Role Modelz,J. Cole,214411,2020-01-04,us,62vpWI1CHwFy7tMIcSStl8
192,Hollywood's Bleeding,Post Malone,212456,2020-01-04,us,7sWRlDoTDX8geTR8zzr2vt
193,Youngblood,5 Seconds of Summer,212308,2020-01-04,us,2iUXsYOEPhVqEBwsqP70rE
194,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,211770,2020-01-04,us,2zjGJ0dChMR0KxBZS15aqo
195,Love Me,Lil Tecca,211399,2020-01-04,us,4e0FYxSROat25pH16zMTZI
196,Chanel,Frank Ocean,211326,2020-01-04,us,6Nle9hKrkL1wQpwNfEkxjh
197,All Me (feat. Keyshia Cole),Kehlani,210162,2020-01-04,us,3ucRKbRlikYHyoI17gfR0c
198,Look Back at It,A Boogie Wit da Hoodie,209105,2020-01-04,us,3Ol2xnObFdKV9pmRD2t9x8
199,Location,Khalid,208536,2020-01-04,us,152lZdxL1OR0ZMW6KquMif
200,Follow God,Kanye West,208221,2020-01-04,us,2QpGZOhTCHHiKmpSO9FW4h
1,Dance Monkey,Tones And I,6464401,2020-01-05,global,1rgnBhdG2JDFTbYkYRZAku
2,Yummy,Justin Bieber,4403365,2020-01-05,global,41L3O37CECZt3N7ziG2z7l
3,ROXANNE,Arizona Zervas,4336041,2020-01-05,global,696DnlkuDOXcMAnKlTgXXK
4,Tusa,KAROL G,3871744,2020-01-05,global,7k4t7uLgtOxPwTpFmtJNTY
5,The Box,Roddy Ricch,3844033,2020-01-05,global,0nbXyq5TXYPCO7pr3N8S4I
6,Falling,Trevor Daniel,3528364,2020-01-05,global,4TnjEaWOeW0eKTKIEvJyCa
7,Blinding Lights,The Weeknd,3499058,2020-01-05,global,0sf12qNH5qcw8qpgymFOqD
8,Memories,Maroon 5,3486102,2020-01-05,global,2b8fOow8UzyDFAE27YhOZM
9,Don't Start Now,Dua Lipa,3363665,2020-01-05,global,6WrI0LAC5M1Rw2MnX2ZvEg
10,Circles,Post Malone,3331161,2020-01-05,global,21jGcNKet2qwijlDFuPiPb
11,everything i wanted,Billie Eilish,2972188,2020-01-05,global,3ZCTVFBt2Brf31RLEnCkWJ
12,Señorita,Shawn Mendes,2857908,2020-01-05,global,6v3KW9xbzN5yKLt9YKDYA2
13,RITMO (Bad Boys For Life),Black Eyed Peas,2710958,2020-01-05,global,6cy3ki60hLwimwIje7tALf
14,Someone You Loved,Lewis Capaldi,2552157,2020-01-05,global,7qEHsqek33rTcFNT9PFqLf
15,My Oh My (feat. DaBaby),Camila Cabello,2472257,2020-01-05,global,3yOlyBJuViE2YSGn3nVE1K
16,Adore You,Harry Styles,2407518,2020-01-05,global,3jjujdWJ72nww5eGnfs2E7
17,bad guy,Billie Eilish,2336198,2020-01-05,global,2Fxmhks0bxGSBdJ92vM42m
18,Lose You To Love Me,Selena Gomez,2199755,2020-01-05,global,1HfMVBKM75vxSfsQ5VefZ5
19,hot girl bummer,blackbear,2047208,2020-01-05,global,7aiClxsDWFRQ0Kzk5KI5ku
20,Ride It,Regard,1924073,2020-01-05,global,2tnVG71enUj33Ic2nFN6kZ
21,Watermelon Sugar,Harry Styles,1893226,2020-01-05,global,6UelLqGlWMcVH1E5c4H7lY
22,Vete,Bad Bunny,1872816,2020-01-05,global,5DxXgozhkPLgrbKFY91w0c
23,BOP,DaBaby,1775143,2020-01-05,global,6Ozh9Ok6h4Oi1wUSLtBseN
24,Before You Go,Lewis Capaldi,1733454,2020-01-05,global,2gMXnyrvIjhVBUZwvLZDMP
25,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1716365,2020-01-05,global,0RiRZpuVRbi7oqRdSMwhQY
26,HIGHEST IN THE ROOM,Travis Scott,1686294,2020-01-05,global,3eekarcy7kvN4yt5ZFzltW
27,China,Anuel AA,1684567,2020-01-05,global,2ksOAxtIxY8yElEWw8RhgK
28,No Idea,Don Toliver,1683805,2020-01-05,global,3VyjsVV24RmBIbWJAeUJNu
29,Heartless,The Weeknd,1652910,2020-01-05,global,57vxBYXtHMk6H1aD29V7PU
30,I Don't Care (with Justin Bieber),Ed Sheeran,1635239,2020-01-05,global,0hVXuCcriWRGvwMV1r5Yn9
31,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1602821,2020-01-05,global,6Gg1gjgKi2AK4e0qzsR7sd
32,Fantasias,Rauw Alejandro,1567959,2020-01-05,global,6mAN61JH0dzyZpWslS11jy
33,Lucid Dreams,Juice WRLD,1539184,2020-01-05,global,285pBltuF7vW8TeWk8hdRR
34,Beautiful People (feat. Khalid),Ed Sheeran,1494519,2020-01-05,global,70eFcWOvlMObDhURTqT4Fv
35,Ayy Macarena,Tyga,1459463,2020-01-05,global,6LcauUZjF1eXQrgqMUecHX
36,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,1431735,2020-01-05,global,7h0d2h0fUmzbs7zeFigJPn
37,Futsal Shuffle 2020,Lil Uzi Vert,1422343,2020-01-05,global,2Ec33AVlkTTq8BHFgBTdQs
38,Lose Control,MEDUZA,1415286,2020-01-05,global,7CHi4DtfK4heMlQaudCuHK
39,How Do You Sleep?,Sam Smith,1402504,2020-01-05,global,6b2RcmUt1g9N9mQ3CbjX2Y
40,Hola - Remix,Dalex,1390333,2020-01-05,global,5stPVcRqb4qixbafP9e8lt
41,Sigues Con El,Dímelo Flow,1364432,2020-01-05,global,7sQKy5vlPQllr0k9IjYJv3
42,Ballin' (with Roddy Ricch),Mustard,1345125,2020-01-05,global,3QzAOrNlsabgbMwlZt7TAY
43,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1338680,2020-01-05,global,4vUmTMuQqjdnvlZmAH61Qk
44,LA CANCIÓN,J Balvin,1333374,2020-01-05,global,0fea68AdmYNygeTGI4RC18
45,7 rings,Ariana Grande,1329957,2020-01-05,global,6ocbgoVGwYJhOv1GgI9NsF
46,"10,000 Hours (with Justin Bieber)",Dan + Shay,1302863,2020-01-05,global,2wrJq5XKLnmhRXHIAf9xBa
47,Trampoline,SHAED,1286256,2020-01-05,global,4HBvwhhYo7YiYXkUDrOHzS
48,Lalala,Y2K,1276265,2020-01-05,global,51Fjme0JiitpyXKuyQiCDo
49,Callaita,Bad Bunny,1275166,2020-01-05,global,2TH65lNHgvLxCKXM3apjxI
50,Suicidal,YNW Melly,1243420,2020-01-05,global,1iSqfoUFnQwV0QW1EfUit8
51,Old Town Road - Remix,Lil Nas X,1233434,2020-01-05,global,2YpeDb67231RjR0MgVLzsG
52,Whine Up,Nicky Jam,1194362,2020-01-05,global,2pWOMNQJW3g2zmGjP0Vkb0
53,No Me Conoce - Remix,Jhay Cortez,1172992,2020-01-05,global,4R8BJggjosTswLxtkw8V7P
54,when the party's over,Billie Eilish,1153005,2020-01-05,global,43zdsphuZLzwA9k4DJhU0I
55,Falling,Harry Styles,1149728,2020-01-05,global,1ZMiCix7XSAbfAJlEZWMCp
56,Goodbyes (Feat. Young Thug),Post Malone,1146900,2020-01-05,global,6vBdBCoOhKHiYDDOcorfNo
57,Adicto (with Anuel AA & Ozuna),Tainy,1123118,2020-01-05,global,3jbT1Y5MoPwEIpZndDDwVq
58,Que Tire Pa Lante,Daddy Yankee,1118769,2020-01-05,global,6RyaV7owmVU6fzEPE17sF1
59,lovely (with Khalid),Billie Eilish,1118557,2020-01-05,global,0u2P5u6lvoDfwTYjAADbn4
60,Ransom,Lil Tecca,1111941,2020-01-05,global,1lOe9qE0vR9zwWQAOk6CoO
61,Shallow,Lady Gaga,1109168,2020-01-05,global,2VxeLyX666F8uXCJ0dZF8B
62,Say So,Doja Cat,1101455,2020-01-05,global,3Dv1eDb0MEgF93GpLXlucZ
63,Yellow Hearts,Ant Saunders,1077006,2020-01-05,global,2W4yABdLc4Jnds67Poi5Nl
64,It's You,Ali Gatie,1044063,2020-01-05,global,5DqdesEfbRyOlSS3Tf6c29
65,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,1033544,2020-01-05,global,4QPEwDdOMhY7rNS05mTyMR
66,Happier,Marshmello,1022038,2020-01-05,global,2dpaYNEQHiRxtZbfNsse99
67,Mean It,Lauv,1019570,2020-01-05,global,3GRSqlALWISqLeNncZMbpX
68,Lights Up,Harry Styles,1012789,2020-01-05,global,4jAIqgrPjKLTY9Gbez25Qb
69,If the World Was Ending - feat. Julia Michaels,JP Saxe,1012145,2020-01-05,global,2kJwzbxV2ppxnQoYw4GLBZ
70,SUGAR,BROCKHAMPTON,1011895,2020-01-05,global,6U0FIYXCQ3TGrk4tFpLrEA
71,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,995880,2020-01-05,global,07Oz5StQ7GRoygNLaXs2pd
72,Roses - Imanbek Remix,SAINt JHN,986566,2020-01-05,global,24Yi9hE78yPEbZ4kxyoXAI
73,OUT WEST (feat. Young Thug),JACKBOYS,983311,2020-01-05,global,6gi6y1xwmVszDWkUqab1qw
74,VIBEZ,DaBaby,978328,2020-01-05,global,0fySG6A6qLE8IvDpayb5bM
75,Psycho,Red Velvet,973904,2020-01-05,global,3CYH422oy1cZNoo0GTG1TK
76,Wow.,Post Malone,960158,2020-01-05,global,7xQAfvXzm3AkraOtGPWIZg
77,Aventura,Lunay,944247,2020-01-05,global,37zdqI4r1gswIzczSBkRon
78,Robbery,Juice WRLD,922919,2020-01-05,global,6Hj9jySrnFppAI0sEMCZpJ
79,Sucker,Jonas Brothers,914644,2020-01-05,global,22vgEDb5hykfaTwLuskFGD
80,Blanco,J Balvin,910520,2020-01-05,global,2rc7BkzO8qepMFAxHtOrXc
81,July,Noah Cyrus,892509,2020-01-05,global,5a6pdCHlWS2ekOOQ70QnAr
82,Bohemian Rhapsody - Remastered 2011,Queen,888706,2020-01-05,global,4u7EnebtmKWzUH433cf5Qv
83,Bellaquita - Remix,Dalex,879156,2020-01-05,global,1Xnn1TPyr5h0hpRAT4B4EA
84,Truth Hurts,Lizzo,877815,2020-01-05,global,5qmq61DAAOUaW8AUo8xKhh
85,Indeciso,Reik,875511,2020-01-05,global,59s0s39NFWScuHDbHytI14
86,Quizas,Rich Music LTD,869366,2020-01-05,global,5Id5B3dxJZhPcV9GzgYZZe
87,Into the Unknown,Idina Menzel,867559,2020-01-05,global,3Z0oQ8r78OUaHvGPiDBR3W
88,rockstar (feat. 21 Savage),Post Malone,866752,2020-01-05,global,0e7ipj03S05BNilyu5bRzt
89,Shape of You,Ed Sheeran,864576,2020-01-05,global,7qiZfU4dY1lWllzX7mPBI3
90,Piece Of Your Heart,MEDUZA,859308,2020-01-05,global,1DFD5Fotzgn6yYXkYsKiGs
91,Without Me,Halsey,858134,2020-01-05,global,5p7ujcrUXASCNwRaWNHR1C
92,Hate Me (with Juice WRLD),Ellie Goulding,855412,2020-01-05,global,6kls8cSlUyHW2BUOkDJIZE
93,Believer,Imagine Dragons,852660,2020-01-05,global,0pqnGHJpmpxLKifKRmU6WP
94,Si Te Vas,Sech,844284,2020-01-05,global,6Y4PDQv4XjYjHLeLmvyOt0
95,Woah,Lil Baby,843160,2020-01-05,global,598yNsG1JFrGd4n2kMoz7F
96,Money In The Grave (Drake ft. Rick Ross),Drake,841487,2020-01-05,global,5ry2OE6R2zPQFDO85XkgRb
97,Tutu,Camilo,839592,2020-01-05,global,1nocRtwyNPVtGcIJqfgdzZ
98,"Yo x Ti, Tu x Mi",ROSALÍA,834605,2020-01-05,global,7BlBVFwvbWvcwNcUarQmjk
99,SICKO MODE,Travis Scott,832438,2020-01-05,global,2xLMifQCjDGFmkHkpNLD9h
100,Graveyard,Halsey,829111,2020-01-05,global,6V9fHiv84WlVTg7CSnIVY2
101,Up All Night,Khalid,827881,2020-01-05,global,1mpD5Q8IM32I4bF6eCpU74
102,Sweet but Psycho,Ava Max,824326,2020-01-05,global,25sgk305KZfyuqVBQIahim
103,Soltera - Remix,Lunay,817129,2020-01-05,global,4t9a07PAghtQMRAIP9FQ7Z
104,Look At Her Now,Selena Gomez,816000,2020-01-05,global,4yI3HpbSFSgFZtJP2kDe5m
105,Liberdade Provisória,Henrique & Juliano,808841,2020-01-05,global,1vG3YuKRYqPwTmNmYgqkpg
106,SAD!,XXXTENTACION,805709,2020-01-05,global,3ee8Jmje8o58CHK66QrVC2
107,bury a friend,Billie Eilish,788536,2020-01-05,global,4SSnFejRGlZikf02HLewEF
108,"thank u, next",Ariana Grande,788491,2020-01-05,global,3e9HZxeyfWwjeyPAMmWSSQ
109,Con Altura,ROSALÍA,786221,2020-01-05,global,2qG5sZ7Si6sdK74qLxedYM
110,No Guidance (feat. Drake),Chris Brown,784546,2020-01-05,global,6XHVuErjQ4XNm6nDPVCxVX
111,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,782772,2020-01-05,global,6osaMSJh9NguagEDQcZaKx
112,Girls Like You (feat. Cardi B),Maroon 5,782138,2020-01-05,global,7fa9MBXhVfQ8P8Df9OEbD8
113,Dancing With A Stranger (with Normani),Sam Smith,776298,2020-01-05,global,6Qs4SXO9dwPj5GKvVOv8Ki
114,Suge,DaBaby,774182,2020-01-05,global,2gwkD6igEhQbDQegRCcdoB
115,Liar,Camila Cabello,772929,2020-01-05,global,073ILU1C3APNRGF66VhtyA
116,Con Calma,Daddy Yankee,771488,2020-01-05,global,5w9c2J52mkdntKOmRLeM2m
117,"Alone, Pt. II",Alan Walker,770406,2020-01-05,global,0bMbDctzMmTyK2j74j3nF3
118,Better Now,Post Malone,769408,2020-01-05,global,7dt6x5M1jzdTEt8oCbisTK
119,Bruises,Lewis Capaldi,761698,2020-01-05,global,4Of7rzpRpV1mWRbhp5rAqG
120,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,761270,2020-01-05,global,4ea9w8c4ROqiZpJVhfBA3m
121,High Hopes,Panic! At The Disco,749786,2020-01-05,global,1rqqCSm0Qe4I9rUvWncaom
122,ocean eyes,Billie Eilish,748438,2020-01-05,global,2uIX8YMNjGMD7441kqyyNU
123,Nice To Meet Ya,Niall Horan,746813,2020-01-05,global,3cphb8kdsjElYR7r5icK3H
124,Family,The Chainsmokers,745494,2020-01-05,global,3TKpJrY9q49Mj1JOsM9zGL
125,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,741835,2020-01-05,global,3tv697PZNnaQN0Mn2zGhS5
126,Eastside (with Halsey & Khalid),benny blanco,739434,2020-01-05,global,7FGq80cy8juXBCD2nrqdWU
127,Say You Won't Let Go,James Arthur,732968,2020-01-05,global,5uCax9HTNlzGybIStD3vDh
128,223's (feat. 9lokknine),YNW Melly,730634,2020-01-05,global,29ZXwWOOLz9t5fa3eT3i7T
129,Higher Love,Kygo,728974,2020-01-05,global,6oJ6le65B3SEqPwMRNXWjY
130,Perreo en La Luna,Rich Music LTD,716393,2020-01-05,global,0RDgqtvOHLwcI6yz9bjsZV
131,Never Seen the Rain,Tones And I,713806,2020-01-05,global,2grAr8pWMuLWn8ZYEE9wDV
132,Perfect,Ed Sheeran,713732,2020-01-05,global,0tgVpDi06FyKpA1z0VMD4v
133,Que Calor (with J Balvin & El Alfa),Major Lazer,712472,2020-01-05,global,1G2CAJeP7rCwOZjlSJ0Zw3
134,Get You The Moon (feat. Snøw),Kina,712287,2020-01-05,global,4ZLzoOkj0MPWrTLvooIuaa
135,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,708608,2020-01-05,global,7ntUbTIwmwOD6ygCMRZT6e
136,Otro Trago - Remix,Sech,708279,2020-01-05,global,4bTZeO72FwMa6wKOiqoynL
137,GANG GANG,JACKBOYS,703906,2020-01-05,global,6uJONCdr2rC65BNmCnTBWK
138,Stuck In A Dream (feat. Gunna),Lil Mosey,693544,2020-01-05,global,7iHHxY2NLlJRAmlAmC4ahQ
139,Can We Kiss Forever?,Kina,692379,2020-01-05,global,58wyJLv6yH1La9NIZPl3ne
140,Legends,Juice WRLD,691182,2020-01-05,global,1Knctxx9vGZxpZfF66BIEa
141,goosebumps,Travis Scott,691150,2020-01-05,global,6gBFPUFcJLzWGx4lenP6h2
142,Jocelyn Flores,XXXTENTACION,689975,2020-01-05,global,7m9OqQk4RVRkw9JJdeAw96
143,Had Enough (feat. Quavo & Offset),Don Toliver,687492,2020-01-05,global,2jrAaawDRCn1JjeouxAyDN
144,Youngblood,5 Seconds of Summer,686991,2020-01-05,global,2iUXsYOEPhVqEBwsqP70rE
145,QUE PRETENDES,J Balvin,685477,2020-01-05,global,25ZAibhr3bdlMCLmubZDVt
146,Panini,Lil Nas X,684917,2020-01-05,global,1000nHvUdawXuUHgBod4Wv
147,Talk (feat. Disclosure),Khalid,683736,2020-01-05,global,6TqXcAFInzjp0bODyvrWEq
148,Calma - Remix,Pedro Capó,680474,2020-01-05,global,5iwz1NiezX7WWjnCgY5TH4
149,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,680041,2020-01-05,global,7CZyCXKG6d5ALeq41sLzbw
150,Be Alright,Dean Lewis,679202,2020-01-05,global,5qrSlOut2rNAWv3ubArkNy
151,Let Me Down Slowly,Alec Benjamin,671173,2020-01-05,global,2qxmye6gAegTMjLKEBoR3d
152,If I Can't Have You,Shawn Mendes,669334,2020-01-05,global,2bT1PH7Cw3J9p3t7nlXCdh
153,WHAT TO DO? (feat. Don Toliver),JACKBOYS,669245,2020-01-05,global,4AO1XhrgJczQ9bNVxdfKQe
154,I Like Me Better,Lauv,669224,2020-01-05,global,2P91MQbaiQOfbiz9VqhqKQ
155,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,661675,2020-01-05,global,1ndyl3wJCFs872XZ3ztPk6
156,Only Human,Jonas Brothers,660983,2020-01-05,global,0DiDStADDVh3SvAsoJAFMk
157,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,659582,2020-01-05,global,2FvD20Z8aoWIePi7PoN8sG
158,all the good girls go to hell,Billie Eilish,656985,2020-01-05,global,6IRdLKIyS4p7XNiP8r6rsx
159,Turn Me On (feat. Vula),Riton,656826,2020-01-05,global,0qaWEvPkts34WF68r8Dzx9
160,The London (feat. J. Cole & Travis Scott),Young Thug,652432,2020-01-05,global,3s4mrPrEFFPF0LmAfutW0n
161,Takeaway,The Chainsmokers,651028,2020-01-05,global,3g0mEQx3NTanacLseoP0Gw
162,11 PM,Maluma,650528,2020-01-05,global,7KbF6AdprOXEEHlsq11Z6d
163,Moonlight,XXXTENTACION,649168,2020-01-05,global,0JP9xo3adEtGSdUEISiszL
164,MIDDLE CHILD,J. Cole,647944,2020-01-05,global,2JvzF1RMd7lE3KmFlsyZD8
165,Don't Call Me Up,Mabel,640890,2020-01-05,global,5WHTFyqSii0lmT9R21abT8
166,SLOW DANCING IN THE DARK,Joji,640803,2020-01-05,global,0rKtyWc8bvkriBthvHKY8d
167,God's Plan,Drake,638417,2020-01-05,global,6DCZcSspjsKoFjzjrWoCdn
168,All of Me,John Legend,638275,2020-01-05,global,3U4isOIWM3VvDubwSI3y7a
169,Closer,The Chainsmokers,637943,2020-01-05,global,7BKLCZ1jbUBVqRi2FVlTVw
170,3 Nights,Dominic Fike,637678,2020-01-05,global,1tNJrcVe6gwLEiZCtprs1u
171,VALENTINO,24kGoldn,632526,2020-01-05,global,6piAUJJQFD8oHDUr0b7l7q
172,FML,Arizona Zervas,632465,2020-01-05,global,6lruHh1jF7ezgbLv72xYmf
173,Pa' Olvidarme De Ella,Piso 21,630379,2020-01-05,global,1cVlW9WQiGlFdWUXFdFZGh
174,You Need To Calm Down,Taylor Swift,630039,2020-01-05,global,6RRNNciQGZEXnqk8SQ9yv5
175,Maniac,Conan Gray,627566,2020-01-05,global,7hpJ9tATWb2vztlq99hERP
176,Something Just Like This,The Chainsmokers,626157,2020-01-05,global,6RUKPb4LETWmmr3iAEQktW
177,I.F.L.Y.,Bazzi,623820,2020-01-05,global,4a6q8CR2hzLk2plDkSxkfD
178,All Girls Are The Same,Juice WRLD,623385,2020-01-05,global,4VXIryQMWpIdGgYR4TrjT1
179,2002,Anne-Marie,622372,2020-01-05,global,2BgEsaKNfHUdlh97KmvFyo
180,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,620663,2020-01-05,global,4wopYJ5wpYOM6ogm2Jugnw
181,Death,Trippie Redd,620509,2020-01-05,global,3Kd6Wp3lG5HXMB2dlvuy7y
182,wish you were gay,Billie Eilish,617057,2020-01-05,global,3Fj47GNK2kUF0uaEDgXLaD
183,SENTADÃO,PEDRO SAMPAIO,616080,2020-01-05,global,4lKuzrdZrJuCAedbIslF3A
