Position,Track Name,Artist,Streams,date,region,spotify_id
1,Dance Monkey,Tones And I,7180575,2020-01-03,global,1rgnBhdG2JDFTbYkYRZAku
2,Yummy,Justin Bieber,5221491,2020-01-03,global,41L3O37CECZt3N7ziG2z7l
3,ROXANNE,Arizona Zervas,4823003,2020-01-03,global,696DnlkuDOXcMAnKlTgXXK
4,Tusa,KAROL G,4137767,2020-01-03,global,7k4t7uLgtOxPwTpFmtJNTY
5,Blinding Lights,The Weeknd,3956263,2020-01-03,global,0sf12qNH5qcw8qpgymFOqD
6,Falling,Trevor Daniel,3931321,2020-01-03,global,4TnjEaWOeW0eKTKIEvJyCa
7,Memories,Maroon 5,3902974,2020-01-03,global,2b8fOow8UzyDFAE27YhOZM
8,Don't Start Now,Dua Lipa,3872238,2020-01-03,global,6WrI0LAC5M1Rw2MnX2ZvEg
9,Circles,Post Malone,3833622,2020-01-03,global,21jGcNKet2qwijlDFuPiPb
10,The Box,Roddy Ricch,3679269,2020-01-03,global,0nbXyq5TXYPCO7pr3N8S4I
11,everything i wanted,Billie Eilish,3328626,2020-01-03,global,3ZCTVFBt2Brf31RLEnCkWJ
12,Señorita,Shawn Mendes,3192383,2020-01-03,global,6v3KW9xbzN5yKLt9YKDYA2
13,RITMO (Bad Boys For Life),Black Eyed Peas,3039807,2020-01-03,global,6cy3ki60hLwimwIje7tALf
14,My Oh My (feat. DaBaby),Camila Cabello,2838823,2020-01-03,global,3yOlyBJuViE2YSGn3nVE1K
15,Someone You Loved,Lewis Capaldi,2836017,2020-01-03,global,7qEHsqek33rTcFNT9PFqLf
16,Adore You,Harry Styles,2771355,2020-01-03,global,3jjujdWJ72nww5eGnfs2E7
17,bad guy,Billie Eilish,2668021,2020-01-03,global,2Fxmhks0bxGSBdJ92vM42m
18,Lose You To Love Me,Selena Gomez,2519851,2020-01-03,global,1HfMVBKM75vxSfsQ5VefZ5
19,hot girl bummer,blackbear,2326907,2020-01-03,global,7aiClxsDWFRQ0Kzk5KI5ku
20,Vete,Bad Bunny,2211037,2020-01-03,global,5DxXgozhkPLgrbKFY91w0c
21,Ride It,Regard,2198762,2020-01-03,global,2tnVG71enUj33Ic2nFN6kZ
22,Watermelon Sugar,Harry Styles,2168993,2020-01-03,global,6UelLqGlWMcVH1E5c4H7lY
23,BOP,DaBaby,2012162,2020-01-03,global,6Ozh9Ok6h4Oi1wUSLtBseN
24,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1948809,2020-01-03,global,0RiRZpuVRbi7oqRdSMwhQY
25,HIGHEST IN THE ROOM,Travis Scott,1927630,2020-01-03,global,3eekarcy7kvN4yt5ZFzltW
26,Heartless,The Weeknd,1923438,2020-01-03,global,57vxBYXtHMk6H1aD29V7PU
27,I Don't Care (with Justin Bieber),Ed Sheeran,1910954,2020-01-03,global,0hVXuCcriWRGvwMV1r5Yn9
28,Before You Go,Lewis Capaldi,1905588,2020-01-03,global,2gMXnyrvIjhVBUZwvLZDMP
29,China,Anuel AA,1849595,2020-01-03,global,2ksOAxtIxY8yElEWw8RhgK
30,No Idea,Don Toliver,1841548,2020-01-03,global,3VyjsVV24RmBIbWJAeUJNu
31,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1800861,2020-01-03,global,6Gg1gjgKi2AK4e0qzsR7sd
32,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,1753050,2020-01-03,global,7h0d2h0fUmzbs7zeFigJPn
33,Beautiful People (feat. Khalid),Ed Sheeran,1751350,2020-01-03,global,70eFcWOvlMObDhURTqT4Fv
34,Lucid Dreams,Juice WRLD,1708318,2020-01-03,global,285pBltuF7vW8TeWk8hdRR
35,Fantasias,Rauw Alejandro,1681367,2020-01-03,global,6mAN61JH0dzyZpWslS11jy
36,Futsal Shuffle 2020,Lil Uzi Vert,1644187,2020-01-03,global,2Ec33AVlkTTq8BHFgBTdQs
37,Lose Control,MEDUZA,1641687,2020-01-03,global,7CHi4DtfK4heMlQaudCuHK
38,How Do You Sleep?,Sam Smith,1593936,2020-01-03,global,6b2RcmUt1g9N9mQ3CbjX2Y
39,Ayy Macarena,Tyga,1591998,2020-01-03,global,6LcauUZjF1eXQrgqMUecHX
40,"10,000 Hours (with Justin Bieber)",Dan + Shay,1523189,2020-01-03,global,2wrJq5XKLnmhRXHIAf9xBa
41,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1516659,2020-01-03,global,4vUmTMuQqjdnvlZmAH61Qk
42,7 rings,Ariana Grande,1488906,2020-01-03,global,6ocbgoVGwYJhOv1GgI9NsF
43,Sigues Con El,Dímelo Flow,1456550,2020-01-03,global,7sQKy5vlPQllr0k9IjYJv3
44,Hola - Remix,Dalex,1450310,2020-01-03,global,5stPVcRqb4qixbafP9e8lt
45,LA CANCIÓN,J Balvin,1448976,2020-01-03,global,0fea68AdmYNygeTGI4RC18
46,Old Town Road - Remix,Lil Nas X,1429172,2020-01-03,global,2YpeDb67231RjR0MgVLzsG
47,Ballin' (with Roddy Ricch),Mustard,1418972,2020-01-03,global,3QzAOrNlsabgbMwlZt7TAY
48,Lalala,Y2K,1411648,2020-01-03,global,51Fjme0JiitpyXKuyQiCDo
49,Trampoline,SHAED,1397037,2020-01-03,global,4HBvwhhYo7YiYXkUDrOHzS
50,Callaita,Bad Bunny,1376943,2020-01-03,global,2TH65lNHgvLxCKXM3apjxI
51,Whine Up,Nicky Jam,1357583,2020-01-03,global,2pWOMNQJW3g2zmGjP0Vkb0
52,Suicidal,YNW Melly,1357145,2020-01-03,global,1iSqfoUFnQwV0QW1EfUit8
53,No Me Conoce - Remix,Jhay Cortez,1306592,2020-01-03,global,4R8BJggjosTswLxtkw8V7P
54,Goodbyes (Feat. Young Thug),Post Malone,1304349,2020-01-03,global,6vBdBCoOhKHiYDDOcorfNo
55,Falling,Harry Styles,1294212,2020-01-03,global,1ZMiCix7XSAbfAJlEZWMCp
56,Shallow,Lady Gaga,1264826,2020-01-03,global,2VxeLyX666F8uXCJ0dZF8B
57,when the party's over,Billie Eilish,1255167,2020-01-03,global,43zdsphuZLzwA9k4DJhU0I
58,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,1250605,2020-01-03,global,07Oz5StQ7GRoygNLaXs2pd
59,Que Tire Pa Lante,Daddy Yankee,1241361,2020-01-03,global,6RyaV7owmVU6fzEPE17sF1
60,OUT WEST (feat. Young Thug),JACKBOYS,1238471,2020-01-03,global,6gi6y1xwmVszDWkUqab1qw
61,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,1227260,2020-01-03,global,4QPEwDdOMhY7rNS05mTyMR
62,Ransom,Lil Tecca,1218019,2020-01-03,global,1lOe9qE0vR9zwWQAOk6CoO
63,Adicto (with Anuel AA & Ozuna),Tainy,1203793,2020-01-03,global,3jbT1Y5MoPwEIpZndDDwVq
64,lovely (with Khalid),Billie Eilish,1197252,2020-01-03,global,0u2P5u6lvoDfwTYjAADbn4
65,Mean It,Lauv,1189311,2020-01-03,global,3GRSqlALWISqLeNncZMbpX
66,Yellow Hearts,Ant Saunders,1188923,2020-01-03,global,2W4yABdLc4Jnds67Poi5Nl
67,Lights Up,Harry Styles,1163899,2020-01-03,global,4jAIqgrPjKLTY9Gbez25Qb
68,Roses - Imanbek Remix,SAINt JHN,1148951,2020-01-03,global,24Yi9hE78yPEbZ4kxyoXAI
69,Happier,Marshmello,1143336,2020-01-03,global,2dpaYNEQHiRxtZbfNsse99
70,Wow.,Post Malone,1114727,2020-01-03,global,7xQAfvXzm3AkraOtGPWIZg
71,If the World Was Ending - feat. Julia Michaels,JP Saxe,1105564,2020-01-03,global,2kJwzbxV2ppxnQoYw4GLBZ
72,It's You,Ali Gatie,1101938,2020-01-03,global,5DqdesEfbRyOlSS3Tf6c29
73,Say So,Doja Cat,1077148,2020-01-03,global,3Dv1eDb0MEgF93GpLXlucZ
74,VIBEZ,DaBaby,1062920,2020-01-03,global,0fySG6A6qLE8IvDpayb5bM
75,Sucker,Jonas Brothers,1059282,2020-01-03,global,22vgEDb5hykfaTwLuskFGD
76,Psycho,Red Velvet,1044952,2020-01-03,global,3CYH422oy1cZNoo0GTG1TK
77,Aventura,Lunay,1024045,2020-01-03,global,37zdqI4r1gswIzczSBkRon
78,Robbery,Juice WRLD,1017434,2020-01-03,global,6Hj9jySrnFppAI0sEMCZpJ
79,Piece Of Your Heart,MEDUZA,1009020,2020-01-03,global,1DFD5Fotzgn6yYXkYsKiGs
80,Look At Her Now,Selena Gomez,1003348,2020-01-03,global,4yI3HpbSFSgFZtJP2kDe5m
81,Truth Hurts,Lizzo,996836,2020-01-03,global,5qmq61DAAOUaW8AUo8xKhh
82,rockstar (feat. 21 Savage),Post Malone,994571,2020-01-03,global,0e7ipj03S05BNilyu5bRzt
83,Up All Night,Khalid,989518,2020-01-03,global,1mpD5Q8IM32I4bF6eCpU74
84,Graveyard,Halsey,987331,2020-01-03,global,6V9fHiv84WlVTg7CSnIVY2
85,SUGAR,BROCKHAMPTON,984252,2020-01-03,global,6U0FIYXCQ3TGrk4tFpLrEA
86,Blanco,J Balvin,974947,2020-01-03,global,2rc7BkzO8qepMFAxHtOrXc
87,Shape of You,Ed Sheeran,970840,2020-01-03,global,7qiZfU4dY1lWllzX7mPBI3
88,Bohemian Rhapsody - Remastered 2011,Queen,969762,2020-01-03,global,4u7EnebtmKWzUH433cf5Qv
89,July,Noah Cyrus,968937,2020-01-03,global,5a6pdCHlWS2ekOOQ70QnAr
90,Money In The Grave (Drake ft. Rick Ross),Drake,962778,2020-01-03,global,5ry2OE6R2zPQFDO85XkgRb
91,Indeciso,Reik,960515,2020-01-03,global,59s0s39NFWScuHDbHytI14
92,Without Me,Halsey,959153,2020-01-03,global,5p7ujcrUXASCNwRaWNHR1C
93,Hate Me (with Juice WRLD),Ellie Goulding,956242,2020-01-03,global,6kls8cSlUyHW2BUOkDJIZE
94,Woah,Lil Baby,951353,2020-01-03,global,598yNsG1JFrGd4n2kMoz7F
95,Believer,Imagine Dragons,947016,2020-01-03,global,0pqnGHJpmpxLKifKRmU6WP
96,Sweet but Psycho,Ava Max,941306,2020-01-03,global,25sgk305KZfyuqVBQIahim
97,SICKO MODE,Travis Scott,941054,2020-01-03,global,2xLMifQCjDGFmkHkpNLD9h
98,Quizas,Rich Music LTD,937005,2020-01-03,global,5Id5B3dxJZhPcV9GzgYZZe
99,Bellaquita - Remix,Dalex,934806,2020-01-03,global,1Xnn1TPyr5h0hpRAT4B4EA
100,Family,The Chainsmokers,924030,2020-01-03,global,3TKpJrY9q49Mj1JOsM9zGL
101,GANG GANG,JACKBOYS,921494,2020-01-03,global,6uJONCdr2rC65BNmCnTBWK
102,Tutu,Camilo,918859,2020-01-03,global,1nocRtwyNPVtGcIJqfgdzZ
103,"Yo x Ti, Tu x Mi",ROSALÍA,916921,2020-01-03,global,7BlBVFwvbWvcwNcUarQmjk
104,Dancing With A Stranger (with Normani),Sam Smith,913159,2020-01-03,global,6Qs4SXO9dwPj5GKvVOv8Ki
105,Into the Unknown,Idina Menzel,907249,2020-01-03,global,3Z0oQ8r78OUaHvGPiDBR3W
106,"thank u, next",Ariana Grande,905432,2020-01-03,global,3e9HZxeyfWwjeyPAMmWSSQ
107,Liar,Camila Cabello,904635,2020-01-03,global,073ILU1C3APNRGF66VhtyA
108,Si Te Vas,Sech,897238,2020-01-03,global,6Y4PDQv4XjYjHLeLmvyOt0
109,Had Enough (feat. Quavo & Offset),Don Toliver,897214,2020-01-03,global,2jrAaawDRCn1JjeouxAyDN
110,"Alone, Pt. II",Alan Walker,895554,2020-01-03,global,0bMbDctzMmTyK2j74j3nF3
111,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,893086,2020-01-03,global,6osaMSJh9NguagEDQcZaKx
112,Girls Like You (feat. Cardi B),Maroon 5,892630,2020-01-03,global,7fa9MBXhVfQ8P8Df9OEbD8
113,Soltera - Remix,Lunay,885116,2020-01-03,global,4t9a07PAghtQMRAIP9FQ7Z
114,Nice To Meet Ya,Niall Horan,883433,2020-01-03,global,3cphb8kdsjElYR7r5icK3H
115,bury a friend,Billie Eilish,881621,2020-01-03,global,4SSnFejRGlZikf02HLewEF
116,Suge,DaBaby,876340,2020-01-03,global,2gwkD6igEhQbDQegRCcdoB
117,No Guidance (feat. Drake),Chris Brown,876080,2020-01-03,global,6XHVuErjQ4XNm6nDPVCxVX
118,Higher Love,Kygo,873747,2020-01-03,global,6oJ6le65B3SEqPwMRNXWjY
119,WHAT TO DO? (feat. Don Toliver),JACKBOYS,873626,2020-01-03,global,4AO1XhrgJczQ9bNVxdfKQe
120,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,872330,2020-01-03,global,4ea9w8c4ROqiZpJVhfBA3m
121,Con Altura,ROSALÍA,864031,2020-01-03,global,2qG5sZ7Si6sdK74qLxedYM
122,SAD!,XXXTENTACION,863445,2020-01-03,global,3ee8Jmje8o58CHK66QrVC2
123,Con Calma,Daddy Yankee,859758,2020-01-03,global,5w9c2J52mkdntKOmRLeM2m
124,High Hopes,Panic! At The Disco,853084,2020-01-03,global,1rqqCSm0Qe4I9rUvWncaom
125,Never Seen the Rain,Tones And I,849947,2020-01-03,global,2grAr8pWMuLWn8ZYEE9wDV
126,Better Now,Post Malone,849352,2020-01-03,global,7dt6x5M1jzdTEt8oCbisTK
127,Eastside (with Halsey & Khalid),benny blanco,831119,2020-01-03,global,7FGq80cy8juXBCD2nrqdWU
128,ocean eyes,Billie Eilish,812242,2020-01-03,global,2uIX8YMNjGMD7441kqyyNU
129,Liberdade Provisória,Henrique & Juliano,811248,2020-01-03,global,1vG3YuKRYqPwTmNmYgqkpg
130,Changes,Lauv,807822,2020-01-03,global,3vUc9WQpoca15404jNdzf9
131,Say You Won't Let Go,James Arthur,805942,2020-01-03,global,5uCax9HTNlzGybIStD3vDh
132,Que Calor (with J Balvin & El Alfa),Major Lazer,798697,2020-01-03,global,1G2CAJeP7rCwOZjlSJ0Zw3
133,223's (feat. 9lokknine),YNW Melly,798170,2020-01-03,global,29ZXwWOOLz9t5fa3eT3i7T
134,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,797232,2020-01-03,global,7CZyCXKG6d5ALeq41sLzbw
135,goosebumps,Travis Scott,794841,2020-01-03,global,6gBFPUFcJLzWGx4lenP6h2
136,Bruises,Lewis Capaldi,789388,2020-01-03,global,4Of7rzpRpV1mWRbhp5rAqG
137,Perfect,Ed Sheeran,789129,2020-01-03,global,0tgVpDi06FyKpA1z0VMD4v
138,If I Can't Have You,Shawn Mendes,782662,2020-01-03,global,2bT1PH7Cw3J9p3t7nlXCdh
139,Only Human,Jonas Brothers,779378,2020-01-03,global,0DiDStADDVh3SvAsoJAFMk
140,Stuck In A Dream (feat. Gunna),Lil Mosey,778819,2020-01-03,global,7iHHxY2NLlJRAmlAmC4ahQ
141,Talk (feat. Disclosure),Khalid,778108,2020-01-03,global,6TqXcAFInzjp0bODyvrWEq
142,Turn Me On (feat. Vula),Riton,776037,2020-01-03,global,0qaWEvPkts34WF68r8Dzx9
143,Youngblood,5 Seconds of Summer,761089,2020-01-03,global,2iUXsYOEPhVqEBwsqP70rE
144,I Like Me Better,Lauv,760289,2020-01-03,global,2P91MQbaiQOfbiz9VqhqKQ
145,Panini,Lil Nas X,759899,2020-01-03,global,1000nHvUdawXuUHgBod4Wv
146,Legends,Juice WRLD,759390,2020-01-03,global,1Knctxx9vGZxpZfF66BIEa
147,Otro Trago - Remix,Sech,754964,2020-01-03,global,4bTZeO72FwMa6wKOiqoynL
148,Perreo en La Luna,Rich Music LTD,753263,2020-01-03,global,0RDgqtvOHLwcI6yz9bjsZV
149,You Need To Calm Down,Taylor Swift,753062,2020-01-03,global,6RRNNciQGZEXnqk8SQ9yv5
150,Takeaway,The Chainsmokers,753011,2020-01-03,global,3g0mEQx3NTanacLseoP0Gw
151,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,751883,2020-01-03,global,7ntUbTIwmwOD6ygCMRZT6e
152,MIDDLE CHILD,J. Cole,751176,2020-01-03,global,2JvzF1RMd7lE3KmFlsyZD8
153,Don't Call Me Up,Mabel,747802,2020-01-03,global,5WHTFyqSii0lmT9R21abT8
154,Get You The Moon (feat. Snøw),Kina,743660,2020-01-03,global,4ZLzoOkj0MPWrTLvooIuaa
155,QUE PRETENDES,J Balvin,741501,2020-01-03,global,25ZAibhr3bdlMCLmubZDVt
156,Calma - Remix,Pedro Capó,741062,2020-01-03,global,5iwz1NiezX7WWjnCgY5TH4
157,The London (feat. J. Cole & Travis Scott),Young Thug,736857,2020-01-03,global,3s4mrPrEFFPF0LmAfutW0n
158,all the good girls go to hell,Billie Eilish,731926,2020-01-03,global,6IRdLKIyS4p7XNiP8r6rsx
159,God's Plan,Drake,729931,2020-01-03,global,6DCZcSspjsKoFjzjrWoCdn
160,Be Alright,Dean Lewis,726361,2020-01-03,global,5qrSlOut2rNAWv3ubArkNy
161,11 PM,Maluma,725729,2020-01-03,global,7KbF6AdprOXEEHlsq11Z6d
162,Closer,The Chainsmokers,725105,2020-01-03,global,7BKLCZ1jbUBVqRi2FVlTVw
163,3 Nights,Dominic Fike,723088,2020-01-03,global,1tNJrcVe6gwLEiZCtprs1u
164,Let Me Down Slowly,Alec Benjamin,721770,2020-01-03,global,2qxmye6gAegTMjLKEBoR3d
165,Jocelyn Flores,XXXTENTACION,716474,2020-01-03,global,7m9OqQk4RVRkw9JJdeAw96
166,Death,Trippie Redd,716246,2020-01-03,global,3Kd6Wp3lG5HXMB2dlvuy7y
167,Can We Kiss Forever?,Kina,715580,2020-01-03,global,58wyJLv6yH1La9NIZPl3ne
168,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,715411,2020-01-03,global,4wopYJ5wpYOM6ogm2Jugnw
169,Roller,Apache 207,709200,2020-01-03,global,6hw1Sy9wZ8UCxYGdpKrU6M
170,Maniac,Conan Gray,709081,2020-01-03,global,7hpJ9tATWb2vztlq99hERP
171,All of Me,John Legend,708684,2020-01-03,global,3U4isOIWM3VvDubwSI3y7a
172,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,707144,2020-01-03,global,2FvD20Z8aoWIePi7PoN8sG
173,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,704645,2020-01-03,global,1ndyl3wJCFs872XZ3ztPk6
174,i'm so tired...,Lauv,703356,2020-01-03,global,2iwS33Jfev1QBiuhWVWZHY
175,2002,Anne-Marie,699108,2020-01-03,global,2BgEsaKNfHUdlh97KmvFyo
176,Something Just Like This,The Chainsmokers,698966,2020-01-03,global,6RUKPb4LETWmmr3iAEQktW
177,Moonlight,XXXTENTACION,693197,2020-01-03,global,0JP9xo3adEtGSdUEISiszL
178,VALENTINO,24kGoldn,693050,2020-01-03,global,6piAUJJQFD8oHDUr0b7l7q
179,Post Malone (feat. RANI),Sam Feldt,692967,2020-01-03,global,36orMWv2PgvnzXsd5CJ0yL
180,Pa' Olvidarme De Ella,Piso 21,690349,2020-01-03,global,1cVlW9WQiGlFdWUXFdFZGh
181,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,688433,2020-01-03,global,0KoiMHhqKLoL4xM54rcWYY
182,Thunder,Imagine Dragons,686376,2020-01-03,global,1zB4vmk8tFRmM9UULNzbLB
183,All Girls Are The Same,Juice WRLD,682121,2020-01-03,global,4VXIryQMWpIdGgYR4TrjT1
184,Don't Stop Me Now - Remastered 2011,Queen,678958,2020-01-03,global,5T8EDUDqKcs6OSOwEsfqG7
185,One Kiss (with Dua Lipa),Calvin Harris,678181,2020-01-03,global,7ef4DlsgrMEH11cDZd32M6
186,wish you were gay,Billie Eilish,677939,2020-01-03,global,3Fj47GNK2kUF0uaEDgXLaD
187,Wrong Direction,Hailee Steinfeld,677077,2020-01-03,global,7GCVboEDzfL3NKp1NrAgHR
188,Never Really Over,Katy Perry,676484,2020-01-03,global,5PYQUBXc7NYeI1obMKSJK0
189,I.F.L.Y.,Bazzi,676086,2020-01-03,global,4a6q8CR2hzLk2plDkSxkfD
190,Candy,Doja Cat,672203,2020-01-03,global,1VJwtWR6z7SpZRwipI12be
191,SLOW DANCING IN THE DARK,Joji,670323,2020-01-03,global,0rKtyWc8bvkriBthvHKY8d
192,GATTI,JACKBOYS,668744,2020-01-03,global,40mjsnRjCpycdUw3xhS20g
193,Going Bad (feat. Drake),Meek Mill,661068,2020-01-03,global,2IRZnDFmlqMuOrYOLnZZyc
194,One Thing Right,Marshmello,660854,2020-01-03,global,4hPpVbbakQNv8YTHYaOJP4
195,Photograph,Ed Sheeran,653457,2020-01-03,global,6fxVffaTuwjgEk5h9QyRjy
196,Fantasía,Ozuna,651629,2020-01-03,global,40rXWke6SnXiGkSmaT8ZUr
197,Another One Bites The Dust - Remastered 2011,Queen,646367,2020-01-03,global,5vdp5UmvTsnMEMESIF2Ym7
198,Wake Me Up,Avicii,644907,2020-01-03,global,4h8VwCb1MTGoLKueQ1WgbD
199,i love you,Billie Eilish,644263,2020-01-03,global,6CcJMwBtXByIz4zQLzFkKc
200,Old Town Road,Lil Nas X,643140,2020-01-03,global,0F7FA14euOIX8KcbEturGH
1,The Box,Roddy Ricch,2278155,2020-01-03,us,0nbXyq5TXYPCO7pr3N8S4I
2,Yummy,Justin Bieber,1863557,2020-01-03,us,41L3O37CECZt3N7ziG2z7l
3,ROXANNE,Arizona Zervas,1425119,2020-01-03,us,696DnlkuDOXcMAnKlTgXXK
4,Circles,Post Malone,1227318,2020-01-03,us,21jGcNKet2qwijlDFuPiPb
5,BOP,DaBaby,1132848,2020-01-03,us,6Ozh9Ok6h4Oi1wUSLtBseN
6,Falling,Trevor Daniel,1101319,2020-01-03,us,4TnjEaWOeW0eKTKIEvJyCa
7,Dance Monkey,Tones And I,1022885,2020-01-03,us,1rgnBhdG2JDFTbYkYRZAku
8,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1006414,2020-01-03,us,6Gg1gjgKi2AK4e0qzsR7sd
9,Futsal Shuffle 2020,Lil Uzi Vert,945404,2020-01-03,us,2Ec33AVlkTTq8BHFgBTdQs
10,My Oh My (feat. DaBaby),Camila Cabello,905694,2020-01-03,us,3yOlyBJuViE2YSGn3nVE1K
11,everything i wanted,Billie Eilish,892400,2020-01-03,us,3ZCTVFBt2Brf31RLEnCkWJ
12,Blinding Lights,The Weeknd,888989,2020-01-03,us,0sf12qNH5qcw8qpgymFOqD
13,Adore You,Harry Styles,885196,2020-01-03,us,3jjujdWJ72nww5eGnfs2E7
14,Ballin' (with Roddy Ricch),Mustard,859326,2020-01-03,us,3QzAOrNlsabgbMwlZt7TAY
15,Suicidal,YNW Melly,795441,2020-01-03,us,1iSqfoUFnQwV0QW1EfUit8
16,Don't Start Now,Dua Lipa,776315,2020-01-03,us,6WrI0LAC5M1Rw2MnX2ZvEg
17,Watermelon Sugar,Harry Styles,717562,2020-01-03,us,6UelLqGlWMcVH1E5c4H7lY
18,hot girl bummer,blackbear,717317,2020-01-03,us,7aiClxsDWFRQ0Kzk5KI5ku
19,Heartless,The Weeknd,708919,2020-01-03,us,57vxBYXtHMk6H1aD29V7PU
20,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,705344,2020-01-03,us,0RiRZpuVRbi7oqRdSMwhQY
21,OUT WEST (feat. Young Thug),JACKBOYS,704879,2020-01-03,us,6gi6y1xwmVszDWkUqab1qw
22,No Idea,Don Toliver,688023,2020-01-03,us,3VyjsVV24RmBIbWJAeUJNu
23,Memories,Maroon 5,684132,2020-01-03,us,2b8fOow8UzyDFAE27YhOZM
24,HIGHEST IN THE ROOM,Travis Scott,664018,2020-01-03,us,3eekarcy7kvN4yt5ZFzltW
25,Someone You Loved,Lewis Capaldi,658766,2020-01-03,us,7qEHsqek33rTcFNT9PFqLf
26,VIBEZ,DaBaby,654069,2020-01-03,us,0fySG6A6qLE8IvDpayb5bM
27,Lose You To Love Me,Selena Gomez,647766,2020-01-03,us,1HfMVBKM75vxSfsQ5VefZ5
28,Woah,Lil Baby,625266,2020-01-03,us,598yNsG1JFrGd4n2kMoz7F
29,Lucid Dreams,Juice WRLD,604444,2020-01-03,us,285pBltuF7vW8TeWk8hdRR
30,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,596619,2020-01-03,us,7h0d2h0fUmzbs7zeFigJPn
31,Suge,DaBaby,591074,2020-01-03,us,2gwkD6igEhQbDQegRCcdoB
32,bad guy,Billie Eilish,585982,2020-01-03,us,2Fxmhks0bxGSBdJ92vM42m
33,Robbery,Juice WRLD,554280,2020-01-03,us,6Hj9jySrnFppAI0sEMCZpJ
34,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,528431,2020-01-03,us,7ntUbTIwmwOD6ygCMRZT6e
35,Ransom,Lil Tecca,526937,2020-01-03,us,1lOe9qE0vR9zwWQAOk6CoO
36,Truth Hurts,Lizzo,520022,2020-01-03,us,5qmq61DAAOUaW8AUo8xKhh
37,SUGAR,BROCKHAMPTON,518970,2020-01-03,us,6U0FIYXCQ3TGrk4tFpLrEA
38,"10,000 Hours (with Justin Bieber)",Dan + Shay,508210,2020-01-03,us,2wrJq5XKLnmhRXHIAf9xBa
39,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,502528,2020-01-03,us,4ea9w8c4ROqiZpJVhfBA3m
40,223's (feat. 9lokknine),YNW Melly,496316,2020-01-03,us,29ZXwWOOLz9t5fa3eT3i7T
41,Falling,Harry Styles,492174,2020-01-03,us,1ZMiCix7XSAbfAJlEZWMCp
42,Señorita,Shawn Mendes,488227,2020-01-03,us,6v3KW9xbzN5yKLt9YKDYA2
43,Say So,Doja Cat,485227,2020-01-03,us,3Dv1eDb0MEgF93GpLXlucZ
44,Money In The Grave (Drake ft. Rick Ross),Drake,480133,2020-01-03,us,5ry2OE6R2zPQFDO85XkgRb
45,Goodbyes (Feat. Young Thug),Post Malone,479410,2020-01-03,us,6vBdBCoOhKHiYDDOcorfNo
46,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,471451,2020-01-03,us,2FvD20Z8aoWIePi7PoN8sG
47,Death,Trippie Redd,470934,2020-01-03,us,3Kd6Wp3lG5HXMB2dlvuy7y
48,Had Enough (feat. Quavo & Offset),Don Toliver,466769,2020-01-03,us,2jrAaawDRCn1JjeouxAyDN
49,Stuck In A Dream (feat. Gunna),Lil Mosey,465477,2020-01-03,us,7iHHxY2NLlJRAmlAmC4ahQ
50,No Guidance (feat. Drake),Chris Brown,464249,2020-01-03,us,6XHVuErjQ4XNm6nDPVCxVX
51,Wow.,Post Malone,457554,2020-01-03,us,7xQAfvXzm3AkraOtGPWIZg
52,Yellow Hearts,Ant Saunders,442778,2020-01-03,us,2W4yABdLc4Jnds67Poi5Nl
53,MIDDLE CHILD,J. Cole,439149,2020-01-03,us,2JvzF1RMd7lE3KmFlsyZD8
54,Start Wit Me (feat. Gunna),Roddy Ricch,430575,2020-01-03,us,7A20WnLkjtZU2d7hIB6Ziu
55,Make No Sense,YoungBoy Never Broke Again,404502,2020-01-03,us,6klLvorLoo1sxvZcjJIY8I
56,Camelot,NLE Choppa,398675,2020-01-03,us,4sWuPniHClkInYAnzXAYUF
57,when the party's over,Billie Eilish,398666,2020-01-03,us,43zdsphuZLzwA9k4DJhU0I
58,July,Noah Cyrus,396124,2020-01-03,us,5a6pdCHlWS2ekOOQ70QnAr
59,All Girls Are The Same,Juice WRLD,395049,2020-01-03,us,4VXIryQMWpIdGgYR4TrjT1
60,Peta (feat. Meek Mill),Roddy Ricch,390071,2020-01-03,us,4bl1HBZliBuYpFZjWgefE4
