Position,Track Name,Artist,Streams,date,region,spotify_id
88,Let Me Know (I Wonder Why Freestyle),Juice WRLD,2386871,2020-01-03--2020-01-10,us,3wwo0bJvDSorOpNfzEkfXx
89,How Do You Sleep?,Sam Smith,2353037,2020-01-03--2020-01-10,us,6b2RcmUt1g9N9mQ3CbjX2Y
90,GANG GANG,JACKBOYS,2342997,2020-01-03--2020-01-10,us,6uJONCdr2rC65BNmCnTBWK
91,Beautiful People (feat. Khalid),Ed Sheeran,2342650,2020-01-03--2020-01-10,us,70eFcWOvlMObDhURTqT4Fv
92,F.N,Lil Tjay,2297296,2020-01-03--2020-01-10,us,0RLLvYBopDwooCyvnTwgYu
93,Maniac,Conan Gray,2275101,2020-01-03--2020-01-10,us,7hpJ9tATWb2vztlq99hERP
94,RITMO (Bad Boys For Life),Black Eyed Peas,2274853,2020-01-03--2020-01-10,us,6cy3ki60hLwimwIje7tALf
95,Enemies (feat. DaBaby),Post Malone,2261666,2020-01-03--2020-01-10,us,0Xek5rqai2jcOWCYWJfVCF
96,Trampoline (with ZAYN),SHAED,2239963,2020-01-03--2020-01-10,us,1iQDltZqI7BXnHrFy4Qo1k
97,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2236954,2020-01-03--2020-01-10,us,1wJRveJZLSb1rjhnUHQiv6
98,EARFQUAKE,"Tyler, The Creator",2226222,2020-01-03--2020-01-10,us,5hVghJ4KaYES3BFUATCYn0
99,6 Kiss,Trippie Redd,2225448,2020-01-03--2020-01-10,us,7tgjDlQsMR8RvkdlNCJA58
100,Up All Night,Khalid,2221247,2020-01-03--2020-01-10,us,1mpD5Q8IM32I4bF6eCpU74
101,Hot (feat. Gunna),Young Thug,2216922,2020-01-03--2020-01-10,us,5Z8HZM6iQMhhqyPcCGY5g9
102,FML,Arizona Zervas,2216270,2020-01-03--2020-01-10,us,6lruHh1jF7ezgbLv72xYmf
103,SAD!,XXXTENTACION,2215949,2020-01-03--2020-01-10,us,3ee8Jmje8o58CHK66QrVC2
104,Panini,Lil Nas X,2207112,2020-01-03--2020-01-10,us,1000nHvUdawXuUHgBod4Wv
105,20/20,Lil Tjay,2200712,2020-01-03--2020-01-10,us,4Hqh0dS4x07zuRw6eBTO7p
106,Lalala,Y2K,2188817,2020-01-03--2020-01-10,us,51Fjme0JiitpyXKuyQiCDo
107,rockstar (feat. 21 Savage),Post Malone,2185027,2020-01-03--2020-01-10,us,0e7ipj03S05BNilyu5bRzt
108,Heartless (feat. Morgan Wallen),Diplo,2171386,2020-01-03--2020-01-10,us,0rFQ5cKYJ9WtHSKp9sxVYt
109,Talk (feat. Disclosure),Khalid,2160183,2020-01-03--2020-01-10,us,6TqXcAFInzjp0bODyvrWEq
110,Juicy,Doja Cat,2156099,2020-01-03--2020-01-10,us,7f5trao56t7sB7f14QDTmp
111,One Man Band,Old Dominion,2153703,2020-01-03--2020-01-10,us,08dFHFTx6r67MTsYn5ilDR
112,Cash Shit (feat. DaBaby),Megan Thee Stallion,2138913,2020-01-03--2020-01-10,us,2rMAtCaTj16NptyVfEIeAC
113,I Fall Apart,Post Malone,2132837,2020-01-03--2020-01-10,us,75ZvA4QfFiZvzhj2xkaWAh
114,Heart On Ice,Rod Wave,2127729,2020-01-03--2020-01-10,us,6fWa5CRgy0z30OeGZyMBvD
115,I Don't Care (with Justin Bieber),Ed Sheeran,2127256,2020-01-03--2020-01-10,us,0hVXuCcriWRGvwMV1r5Yn9
116,Better Now,Post Malone,2120560,2020-01-03--2020-01-10,us,7dt6x5M1jzdTEt8oCbisTK
117,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2090569,2020-01-03--2020-01-10,us,07Oz5StQ7GRoygNLaXs2pd
118,Jocelyn Flores,XXXTENTACION,2079614,2020-01-03--2020-01-10,us,7m9OqQk4RVRkw9JJdeAw96
119,Hop Off A Jet (feat. Travis Scott),Young Thug,2069663,2020-01-03--2020-01-10,us,3RZftiuTcLOqpsd8ZlwNhr
120,Sucker,Jonas Brothers,2062198,2020-01-03--2020-01-10,us,22vgEDb5hykfaTwLuskFGD
121,Immortal,21 Savage,2060196,2020-01-03--2020-01-10,us,4IO8X9W69dIQe0EC5ALXhq
122,Somebody,Internet Money,2050934,2020-01-03--2020-01-10,us,735RSTb2xbtWbDtKD9XDYi
123,Old Town Road - Remix,Lil Nas X,2047952,2020-01-03--2020-01-10,us,2YpeDb67231RjR0MgVLzsG
124,Armed And Dangerous,Juice WRLD,2038884,2020-01-03--2020-01-10,us,5wujBwqG7INdStqGd4tRMX
125,Happier,Marshmello,2020294,2020-01-03--2020-01-10,us,2dpaYNEQHiRxtZbfNsse99
126,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2014407,2020-01-03--2020-01-10,us,4vUmTMuQqjdnvlZmAH61Qk
127,Sanguine Paradise,Lil Uzi Vert,1994385,2020-01-03--2020-01-10,us,3XiNC94b4Tq1xwv70sQJGN
128,Mean It,Lauv,1964965,2020-01-03--2020-01-10,us,5ACkb3CikcSZPF0h7FSZAp
129,Ransom (with Juice WRLD) - Remix,Lil Tecca,1961745,2020-01-03--2020-01-10,us,2WsuSYJNXGKXVYkHPnq2yp
130,One Thing Right,Marshmello,1961556,2020-01-03--2020-01-10,us,4hPpVbbakQNv8YTHYaOJP4
131,Lean Wit Me,Juice WRLD,1937592,2020-01-03--2020-01-10,us,3oDkdAySo1VQQG0ptV7uwa
132,It's You,Ali Gatie,1934314,2020-01-03--2020-01-10,us,5DqdesEfbRyOlSS3Tf6c29
133,ocean eyes,Billie Eilish,1933838,2020-01-03--2020-01-10,us,2uIX8YMNjGMD7441kqyyNU
134,Without Me,Halsey,1929725,2020-01-03--2020-01-10,us,5p7ujcrUXASCNwRaWNHR1C
135,XO Tour Llif3,Lil Uzi Vert,1895957,2020-01-03--2020-01-10,us,7GX5flRQZVHRAGd6B4TmDO
136,goosebumps,Travis Scott,1894675,2020-01-03--2020-01-10,us,6gBFPUFcJLzWGx4lenP6h2
137,Eastside (with Halsey & Khalid),benny blanco,1888969,2020-01-03--2020-01-10,us,7FGq80cy8juXBCD2nrqdWU
138,UP THE SMOKE (with Offset),Stunna 4 Vegas,1887998,2020-01-03--2020-01-10,us,09TZsMHXEtQkdmMJZPLKup
139,Panini - DaBaby Remix,Lil Nas X,1880826,2020-01-03--2020-01-10,us,4SDgTLDYrJ2UrHbkRkg7MD
140,Hot Shower,Chance the Rapper,1866354,2020-01-03--2020-01-10,us,00ko9WaS4jOX1kEk3gvHjf
141,Speechless,Dan + Shay,1857357,2020-01-03--2020-01-10,us,3GJ4hzg4lrGwU51Y3VARbF
142,BEST ON EARTH (feat. BIA) - Bonus,Russ,1830709,2020-01-03--2020-01-10,us,2Xo3rLHjXfdb4avN68aQyi
143,Look At Her Now,Selena Gomez,1830560,2020-01-03--2020-01-10,us,4yI3HpbSFSgFZtJP2kDe5m
144,"thank u, next",Ariana Grande,1828075,2020-01-03--2020-01-10,us,3e9HZxeyfWwjeyPAMmWSSQ
145,Beautiful Crazy,Luke Combs,1808229,2020-01-03--2020-01-10,us,2rxQMGVafnNaRaXlRMWPde
146,Love Me More,Trippie Redd,1806170,2020-01-03--2020-01-10,us,6uYgCE2OEulOw5zhHvZsHf
147,Pure Water (with Migos),Mustard,1798911,2020-01-03--2020-01-10,us,3j84U36KvLeXNDPv4t5pI8
148,Better,Khalid,1796037,2020-01-03--2020-01-10,us,6zeeWid2sgw4lap2jV61PZ
149,Moonlight,XXXTENTACION,1793977,2020-01-03--2020-01-10,us,0JP9xo3adEtGSdUEISiszL
150,Did It Again,Lil Tecca,1774350,2020-01-03--2020-01-10,us,4guBZjUyrGoHsTahO3IHdj
151,Fuck Love (feat. Trippie Redd),XXXTENTACION,1773677,2020-01-03--2020-01-10,us,7AQim7LbvFVZJE3O8TYgf2
152,You Need To Calm Down,Taylor Swift,1770274,2020-01-03--2020-01-10,us,6RRNNciQGZEXnqk8SQ9yv5
153,How I Move (feat. Lil Baby),Flipp Dinero,1765285,2020-01-03--2020-01-10,us,14X1WxiHXdVRJ99cMCBzOE
154,The Less I Know The Better,Tame Impala,1761497,2020-01-03--2020-01-10,us,6K4t31amVTZDgR3sKmwUJJ
155,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,1754671,2020-01-03--2020-01-10,us,5BJMeoCXXgbRAWfp6fTulr
156,bury a friend,Billie Eilish,1754439,2020-01-03--2020-01-10,us,4SSnFejRGlZikf02HLewEF
157,Bad Bad Bad (feat. Lil Baby),Young Thug,1750891,2020-01-03--2020-01-10,us,1GeNui6m825V8jP4uKiIaH
158,Envy Me,Calboy,1738168,2020-01-03--2020-01-10,us,7rvyVWja33WG9R97oeJAjx
159,Slide,H.E.R.,1727758,2020-01-03--2020-01-10,us,2rTnVB1bvwxHtaIl4uVu7f
160,Faucet Failure,Ski Mask The Slump God,1725406,2020-01-03--2020-01-10,us,1ThmUihH9dF8EV08ku5AXN
161,Millions,Young Thug,1712574,2020-01-03--2020-01-10,us,43YQDj1KOPMFAUcTEPKy4p
162,GATTI,JACKBOYS,1710996,2020-01-03--2020-01-10,us,40mjsnRjCpycdUw3xhS20g
163,Good as Hell,Lizzo,1703493,2020-01-03--2020-01-10,us,3Yh9lZcWyKrK9GjbhuS0hR
164,Famous Hoes,NLE Choppa,1702982,2020-01-03--2020-01-10,us,35Xf2ABjPzUXKz19akd7Jj
165,Graduation (with Juice WRLD),benny blanco,1701543,2020-01-03--2020-01-10,us,6cjSh516BbrNUs213jDAGm
166,High Hopes,Panic! At The Disco,1679097,2020-01-03--2020-01-10,us,1rqqCSm0Qe4I9rUvWncaom
167,Best Part (feat. Daniel Caesar),H.E.R.,1677395,2020-01-03--2020-01-10,us,4OBZT9EnhYIV17t4pGw7ig
168,Yes Indeed,Lil Baby,1673212,2020-01-03--2020-01-10,us,6vN77lE9LK6HP2DewaN6HZ
169,LA CANCIÓN,J Balvin,1672707,2020-01-03--2020-01-10,us,0fea68AdmYNygeTGI4RC18
170,Cherry,Harry Styles,1671575,2020-01-03--2020-01-10,us,2IOFZdYYkFxEHVz1w34PoL
171,Whiskey Glasses,Morgan Wallen,1667730,2020-01-03--2020-01-10,us,6foY66mWZN0pSRjZ408c00
172,Callaita,Bad Bunny,1664198,2020-01-03--2020-01-10,us,2TH65lNHgvLxCKXM3apjxI
173,Nice To Meet Ya,Niall Horan,1662491,2020-01-03--2020-01-10,us,3cphb8kdsjElYR7r5icK3H
174,Golden,Harry Styles,1662339,2020-01-03--2020-01-10,us,45S5WTQEGOB1VHr1Q4FuPl
175,i love you,Billie Eilish,1659022,2020-01-03--2020-01-10,us,6CcJMwBtXByIz4zQLzFkKc
176,I Like Me Better,Lauv,1655038,2020-01-03--2020-01-10,us,2P91MQbaiQOfbiz9VqhqKQ
177,HUMBLE.,Kendrick Lamar,1652721,2020-01-03--2020-01-10,us,7KXjTSCq5nL1LoYtL7XAwS
178,Noticed,Lil Mosey,1644937,2020-01-03--2020-01-10,us,7zLYKWcXnYeHHWidalz7rj
179,Dancing With A Stranger (with Normani),Sam Smith,1636721,2020-01-03--2020-01-10,us,6Qs4SXO9dwPj5GKvVOv8Ki
180,Congratulations,Post Malone,1629193,2020-01-03--2020-01-10,us,3a1lNhkSLSkpJE4MSHpDu9
181,a lot,21 Savage,1623125,2020-01-03--2020-01-10,us,2t8yVaLvJ0RenpXUIAC52d
182,My Type,Saweetie,1615307,2020-01-03--2020-01-10,us,5KBARWIxeMGkvUax9VtVC9
183,Tequila,Dan + Shay,1597512,2020-01-03--2020-01-10,us,42fw0rxRO2xbesF6mJfd4Y
184,I.F.L.Y.,Bazzi,1592721,2020-01-03--2020-01-10,us,4a6q8CR2hzLk2plDkSxkfD
185,God's Plan,Drake,1590238,2020-01-03--2020-01-10,us,6DCZcSspjsKoFjzjrWoCdn
186,Ayy Macarena,Tyga,1588417,2020-01-03--2020-01-10,us,6LcauUZjF1eXQrgqMUecHX
187,No Role Modelz,J. Cole,1581125,2020-01-03--2020-01-10,us,62vpWI1CHwFy7tMIcSStl8
188,Chanel,Frank Ocean,1578678,2020-01-03--2020-01-10,us,6Nle9hKrkL1wQpwNfEkxjh
189,Saint-Tropez,Post Malone,1573863,2020-01-03--2020-01-10,us,05mDaV9Vb3wrzjF6OPZnhq
190,wish you were gay,Billie Eilish,1567567,2020-01-03--2020-01-10,us,3Fj47GNK2kUF0uaEDgXLaD
191,20 Min,Lil Uzi Vert,1565590,2020-01-03--2020-01-10,us,0uxSUdBrJy9Un0EYoBowng
192,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,1565352,2020-01-03--2020-01-10,us,2zjGJ0dChMR0KxBZS15aqo
193,Follow God,Kanye West,1559592,2020-01-03--2020-01-10,us,2QpGZOhTCHHiKmpSO9FW4h
194,Never Seen the Rain,Tones And I,1556276,2020-01-03--2020-01-10,us,2grAr8pWMuLWn8ZYEE9wDV
195,Hollywood's Bleeding,Post Malone,1556013,2020-01-03--2020-01-10,us,7sWRlDoTDX8geTR8zzr2vt
196,I,Lil Skies,1547924,2020-01-03--2020-01-10,us,4ZT9FnbFu1PaBfV3itxiqT
197,Love Me,Lil Tecca,1542802,2020-01-03--2020-01-10,us,4e0FYxSROat25pH16zMTZI
198,Young Dumb & Broke,Khalid,1542419,2020-01-03--2020-01-10,us,5Z3GHaZ6ec9bsiI5BenrbY
199,Youngblood,5 Seconds of Summer,1541047,2020-01-03--2020-01-10,us,2iUXsYOEPhVqEBwsqP70rE
200,LOYAL (feat. Drake),PARTYNEXTDOOR,1536996,2020-01-03--2020-01-10,us,5bvnqVuq7UFl0txSlHpsfS
